name,site,subtypes,category,type,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,latitude,longitude,full_address,city,state,area_service,rating,reviews,reviews_link,photos_count,working_hours,verified,location_link,place_id,email_1,email_1.emails_validator.status,facebook,instagram,logo,primary_color,secondary_color,slug
C & B Plumbing Repairs,https://candbplumbingrepairs.com/,"Plumber, Service establishment",Plumber,Plumber,+1 225-675-5003,,landline,,,,,,True,,,,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM""}",True,"https://www.google.com/maps/place/C+%26+B+Plumbing+Repairs/@None,None,14z/data=!4m8!1m2!2m1!1sC+%26+B+Plumbing+Repairs!3m4!1s0x6402a259218cc345:0x7d5c895713421c8d!8m2!3dNone!4dNone",ChIJRcOMIVmiAmQRjRxCE1eJXH0,,,https://www.facebook.com/pages/,,https://lh5.googleusercontent.com/-IPDcF7aUhA0/AAAAAAAAAAI/AAAAAAAAAAA/Eu7K4_CgiR8/s256/photo.jpg,#4374e0,#9fc2fe,cbplumbingrepairs
Bruce's Plumbing & Heating,,Heating contractor,Heating contractor,Heating contractor,+1 507-375-4520,,landline,43.9836261,-94.6296775,"315 Armstrong Blvd N, St James, MN 56081",St James,Minnesota,False,4.5,10.0,"https://search.google.com/local/reviews?placeid=ChIJUQJOBWqT9IcRjbmW1TLJiiw&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Bruce%27s+Plumbing+%26+Heating/@43.983626099999995,-94.6296775,14z/data=!4m8!1m2!2m1!1sBruce%27s+Plumbing+%26+Heating!3m4!1s0x87f4936a054e0251:0x2c8ac932d596b98d!8m2!3d43.983626099999995!4d-94.6296775",ChIJUQJOBWqT9IcRjbmW1TLJiiw,,,,,,,,brucesplumbingheating
Royal Flush Plumbing Repair LLC,,"Plumber, Service establishment",Plumber,Plumber,+1 225-270-7910,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.4418786,-90.8607144,,Denham Springs,LA,True,5.0,5.0,"https://search.google.com/local/reviews?placeid=ChIJl4nUQ-a3JoYREJ68AALnFrw&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",13.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Royal+Flush+Plumbing+Repair+LLC/@30.4418786,-90.86071439999999,14z/data=!4m8!1m2!2m1!1sRoyal+Flush+Plumbing+Repair+LLC!3m4!1s0x8626b7e643d48997:0xbc16e70200bc9e10!8m2!3d30.4418786!4d-90.86071439999999",ChIJl4nUQ-a3JoYREJ68AALnFrw,,,,,https://lh3.googleusercontent.com/-LHYERStg8Jo/AAAAAAAAAAI/AAAAAAAAAAA/xdYCrws5QZQ/s256/photo.jpg,#231125,#a2832e,royalflushplumbingrepairllc
Jonathan Blum Plumbing & Excavation,http://www.jonathanblumplumbing.com/,Plumber,Plumber,Plumber,+1 985-665-1672,T-Mobile USA Inc.,mobile,29.847036,-90.9132538,"622 Manchester Manor Rd, Thibodaux, LA 70361",Thibodaux,Louisiana,False,1.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJUbtrUJpAIYYRaeMiT_oAVeA&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",1.0,,True,"https://www.google.com/maps/place/Jonathan+Blum+Plumbing+%26+Excavation/@29.847036,-90.91325379999999,14z/data=!4m8!1m2!2m1!1sJonathan+Blum+Plumbing+%26+Excavation!3m4!1s0x8621409a506bbb51:0xe05500fa4f22e369!8m2!3d29.847036!4d-90.91325379999999",ChIJUbtrUJpAIYYRaeMiT_oAVeA,jonathan@jonathanblumplumbing.com,RECEIVING,,,https://lh5.googleusercontent.com/-7aICUskaeF4/AAAAAAAAAAI/AAAAAAAAAAA/wn0XGnEiUOU/s256/photo.jpg,#4374e0,#9fc2fe,jonathanblumplumbingexcavation
AttaBoy Plumbing,http://www.attaboyla.com/,"Plumber, Service establishment",Plumber,Plumber,+1 225-907-4134,"NEW CINGULAR WIRELESS PCS, LLC",mobile,30.6602926,-91.168635,,Zachary,LA,True,3.5,22.0,"https://search.google.com/local/reviews?placeid=ChIJLfLnrWCQJoYR9VfCbyWC6P0&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",3.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/AttaBoy+Plumbing/@30.6602926,-91.168635,14z/data=!4m8!1m2!2m1!1sAttaBoy+Plumbing!3m4!1s0x86269060ade7f22d:0xfde882256fc257f5!8m2!3d30.6602926!4d-91.168635",ChIJLfLnrWCQJoYR9VfCbyWC6P0,s.plainance@attaboyla.com,INVALID,https://www.facebook.com/AttaBoy-Plumbing-Inc-123496084345122/,,https://lh6.googleusercontent.com/-TyoU-tWpkcM/AAAAAAAAAAI/AAAAAAAAAAA/uETfR5pzPFo/s256/photo.jpg,#4374e0,#9fc2fe,attaboyplumbing
"Josh Bourriague Plumbing, LLC",http://joshbourriagueplumbing.com/,"Plumber, Contractor, Utility contractor",Plumber,Plumber,+1 225-571-0224,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.4918993,-90.9143761,"30250 Barnett Rd, Denham Springs, LA 70726",Denham Springs,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJGzL0tEWvu2URgbzxVUl_a_Y&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",18.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Josh+Bourriague+Plumbing%2C+LLC/@30.4918993,-90.9143761,14z/data=!4m8!1m2!2m1!1sJosh+Bourriague+Plumbing%2C+LLC!3m4!1s0x65bbaf45b4f4321b:0xf66b7f4955f1bc81!8m2!3d30.4918993!4d-90.9143761",ChIJGzL0tEWvu2URgbzxVUl_a_Y,,,,,https://lh5.googleusercontent.com/-Jv8fFccIlWM/AAAAAAAAAAI/AAAAAAAAAAA/LAN_AUq-mX4/s256/photo.jpg,#4374e0,#9fc2fe,joshbourriagueplumbingllc
Don's Plumbing,,Plumber,Plumber,Plumber,+1 225-450-2076,,landline,30.20416,-90.9372304,"3127 S Darla Ave, Gonzales, LA 70737",Gonzales,Louisiana,False,5.0,5.0,"https://search.google.com/local/reviews?placeid=ChIJwTjPqKm1JoYRU7XNmGS7jHg&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Don%27s+Plumbing/@30.204159999999998,-90.93723039999999,14z/data=!4m8!1m2!2m1!1sDon%27s+Plumbing!3m4!1s0x8626b5a9a8cf38c1:0x788cbb6498cdb553!8m2!3d30.204159999999998!4d-90.93723039999999",ChIJwTjPqKm1JoYRU7XNmGS7jHg,,,,,,,,donsplumbing
Trinity Plumbing,https://www.trinityplumbingla.com/,Plumber,Plumber,Plumber,+1 225-501-5554,T-Mobile USA Inc.,mobile,30.3918879,-91.05426,"11409 Pennywood Ave, Baton Rouge, LA 70809",Baton Rouge,Louisiana,False,4.9,357.0,"https://search.google.com/local/reviews?placeid=ChIJf8f8d_KlJoYRWia_0RZsrk8&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",124.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Trinity+Plumbing/@30.3918879,-91.05426,14z/data=!4m8!1m2!2m1!1sTrinity+Plumbing!3m4!1s0x8626a5f277fcc77f:0x4fae6c16d1bf265a!8m2!3d30.3918879!4d-91.05426",ChIJf8f8d_KlJoYRWia_0RZsrk8,filler@godaddy.com,INVALID,,,https://lh3.googleusercontent.com/-tQpmfM1f1rE/AAAAAAAAAAI/AAAAAAAAAAA/7p4kUciyMRE/s256/photo.jpg,#f7fafa,#157883,trinityplumbing
BST,,Plumber,Plumber,Plumber,+1 985-633-2315,,landline,29.810532,-90.8149413,"601 LA-20, Thibodaux, LA 70301",Thibodaux,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/BST/@29.810532,-90.8149413,14z/data=!4m8!1m2!2m1!1sBST!3m4!1s0x86213dc1f7cb52d9:0x2904106b272511bf!8m2!3d29.810532!4d-90.8149413",ChIJ2VLL98E9IYYRvxElJ2sQBCk,,,,,,,,bst
Guillot Jack - Plumbing repair,,Plumber,Plumber,Plumber,+1 985-227-4209,,landline,29.7741068,-90.898339,"210 Brule Guillot Rd, Thibodaux, LA 70301",Thibodaux,Louisiana,False,4.8,5.0,"https://search.google.com/local/reviews?placeid=ChIJ_wk81E8VIYYR_gxYPSi7UzU&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",5.0,,False,"https://www.google.com/maps/place/Guillot+Jack+-+Plumbing+repair/@29.7741068,-90.89833899999999,14z/data=!4m8!1m2!2m1!1sGuillot+Jack+-+Plumbing+repair!3m4!1s0x8621154fd43c09ff:0x3553bb283d580cfe!8m2!3d29.7741068!4d-90.89833899999999",ChIJ_wk81E8VIYYR_gxYPSi7UzU,,,,,,,,guillotjackplumbingrepair
Superior Plumbing Inc.,,Plumber,Plumber,Plumber,+1 225-622-3360,,landline,30.2838616,-90.9066921,"41465-15 LA-931, Gonzales, LA 70737",Gonzales,Louisiana,False,4.4,48.0,"https://search.google.com/local/reviews?placeid=ChIJp5FK9FW3JoYRb8nRq7yORyg&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Superior+Plumbing+Inc./@30.283861599999998,-90.9066921,14z/data=!4m8!1m2!2m1!1sSuperior+Plumbing+Inc.!3m4!1s0x8626b755f44a91a7:0x28478ebcabd1c96f!8m2!3d30.283861599999998!4d-90.9066921",ChIJp5FK9FW3JoYRb8nRq7yORyg,,,,,,,,superiorplumbinginc
JBL PLUMBING & DRAIN,https://www.jblplumbingofhouma.com/,"Plumber, Bathroom remodeler, Drainage service",Plumber,Plumber,+1 985-804-5618,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.6569583,-90.7318585,"403 Maplewood Dr, Houma, LA 70364",Houma,Louisiana,False,5.0,13.0,"https://search.google.com/local/reviews?placeid=ChIJezCb6aMbIYYRWMLzoyZ0gz8&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",4.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/JBL+PLUMBING+%26+DRAIN/@29.6569583,-90.7318585,14z/data=!4m8!1m2!2m1!1sJBL+PLUMBING+%26+DRAIN!3m4!1s0x86211ba3e99b307b:0x3f837426a3f3c258!8m2!3d29.6569583!4d-90.7318585",ChIJezCb6aMbIYYRWMLzoyZ0gz8,jblplumbing@yahoo.com,RECEIVING,,,https://lh6.googleusercontent.com/-nbz5olEMex8/AAAAAAAAAAI/AAAAAAAAAAA/uV6i--3Sxa8/s256/photo.jpg,#f8fafb,#3269c2,jblplumbingdrain
Rooter Pros & Plumbing Services,https://www.rooterpros-br.com/?utm_campaign=gmb,"Plumber, Service establishment, Gasfitter",Plumber,Plumber,+1 225-263-6792,,landline,30.466988,-91.148376,,Baton Rouge,LA,True,4.6,26.0,"https://search.google.com/local/reviews?placeid=ChIJ71gChnNq9Y0Rrs-2bifFpK0&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",19.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Rooter+Pros+%26+Plumbing+Services/@30.466987999999997,-91.148376,14z/data=!4m8!1m2!2m1!1sRooter+Pros+%26+Plumbing+Services!3m4!1s0x8df56a73860258ef:0xada4c5276eb6cfae!8m2!3d30.466987999999997!4d-91.148376",ChIJ71gChnNq9Y0Rrs-2bifFpK0,,,,,https://lh5.googleusercontent.com/-WmDvkYzBiSc/AAAAAAAAAAI/AAAAAAAAAAA/TEkf6Zibag4/s256/photo.jpg,#d5886c,#141118,rooterprosplumbingservices
"A&B General Plumbing, LLC",,"Plumber, Service establishment",Plumber,Plumber,+1 225-324-4652,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.9373736,-91.40087,,Weyanoke,LA,True,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJM4ENm7qXJoYR7s53XxTPJ-Y&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""6AM-5PM"", ""Tuesday"": ""6AM-5PM"", ""Wednesday"": ""6AM-5PM"", ""Thursday"": ""6AM-5PM"", ""Friday"": ""Closed"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/A%26B+General+Plumbing%2C+LLC/@30.937373599999997,-91.40087,14z/data=!4m8!1m2!2m1!1sA%26B+General+Plumbing%2C+LLC!3m4!1s0x862697ba9b0d8133:0xe627cf145f77ceee!8m2!3d30.937373599999997!4d-91.40087",ChIJM4ENm7qXJoYR7s53XxTPJ-Y,,,,,https://lh5.googleusercontent.com/-yXjFFscM1Eg/AAAAAAAAAAI/AAAAAAAAAAA/WlRh1tJcM54/s256/photo.jpg,#7c1011,#ededed,abgeneralplumbingllc
TNT Plumbing,,Plumber,Plumber,Plumber,+1 225-698-9473,,landline,30.3374211,-90.73579,"20948 LA-444, Livingston, LA 70754",Livingston,Louisiana,False,3.0,3.0,"https://search.google.com/local/reviews?placeid=ChIJ-QfOb4DQJoYRGyRt0oL1GMM&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",2.0,,False,"https://www.google.com/maps/place/TNT+Plumbing/@30.3374211,-90.73579,14z/data=!4m8!1m2!2m1!1sTNT+Plumbing!3m4!1s0x8626d0806fce07f9:0xc318f582d26d241b!8m2!3d30.3374211!4d-90.73579",ChIJ-QfOb4DQJoYRGyRt0oL1GMM,,,,,,,,tntplumbing
Roto-Rooter Plumbing & Water Cleanup,https://www.rotorooter.com/neworleans/?utm_source=Google,"Plumber, Drainage service, Excavating contractor, Water damage restoration service, Water filter supplier, Water softening equipment supplier, Water testing service",Plumber,Plumber,+1 504-455-4179,"INTERMEDIA COMMUNICATIONS, INC",fixed line,29.9490944,-90.1842886,"520 Elmwood Park Blvd Ste 190, New Orleans, LA 70123",New Orleans,Louisiana,False,4.8,3159.0,"https://search.google.com/local/reviews?placeid=ChIJza0zLfW6IIYRkLclJGUGvCk&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",185.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/@29.9490944,-90.1842886,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Plumbing+%26+Water+Cleanup!3m4!1s0x8620baf52d33adcd:0x29bc06652425b790!8m2!3d29.9490944!4d-90.1842886",ChIJza0zLfW6IIYRkLclJGUGvCk,rrmarkething@rrsc.com,INVALID,https://www.facebook.com/RotoRooter,https://www.instagram.com/rotorooterplumbing,https://lh3.googleusercontent.com/-b4sPZe4Nseo/AAAAAAAAAAI/AAAAAAAAAAA/kersflPfnyA/s256/photo.jpg,#fafafa,#613e77,rotorooterplumbingwatercleanup
Outback Plumbing,,Plumber,Plumber,Plumber,,,,30.3866614,-90.5497587,"32117 Oneal Dr, Springfield, LA 70462",Springfield,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Outback+Plumbing/@30.386661399999998,-90.5497587,14z/data=!4m8!1m2!2m1!1sOutback+Plumbing!3m4!1s0x86272658cebaedb5:0x9ff9e63444335829!8m2!3d30.386661399999998!4d-90.5497587",ChIJte26zlgmJ4YRKVgzRDTm-Z8,,,,,,,,outbackplumbing
M & M Plumbing & Heating,,Plumber,Plumber,Plumber,+1 985-868-3883,,landline,29.6894917,-90.759941,"3178 Lillian Marie Dr, Gray, LA 70359",Gray,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/M+%26+M+Plumbing+%26+Heating/@29.689491699999998,-90.759941,14z/data=!4m8!1m2!2m1!1sM+%26+M+Plumbing+%26+Heating!3m4!1s0x862110ad90aac375:0xad551faa647e657d!8m2!3d29.689491699999998!4d-90.759941",ChIJdcOqkK0QIYYRfWV-ZKofVa0,,,,,,,,mmplumbingheating
Zeringue's Plumbing,,Plumber,Plumber,Plumber,+1 985-764-9293,"COMCAST PHONE OF LOUISIANA, LL",fixed line,29.9767878,-90.3901249,"123 Trosclair Dr , Destrehan, LA 70047, 132 Troxclair Ln, Destrehan, LA 70047",Destrehan,LA,False,3.8,15.0,"https://search.google.com/local/reviews?placeid=ChIJiTrm4V7PIIYR2MDsNhgVE_g&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-12PM,1-4:30PM"", ""Tuesday"": ""7AM-12PM,1-4:30PM"", ""Wednesday"": ""7AM-12PM,1-4:30PM"", ""Thursday"": ""7AM-12PM,1-4:30PM"", ""Friday"": ""7AM-12PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Zeringue%27s+Plumbing/@29.9767878,-90.39012489999999,14z/data=!4m8!1m2!2m1!1sZeringue%27s+Plumbing!3m4!1s0x8620cf5ee1e63a89:0xf813151836ecc0d8!8m2!3d29.9767878!4d-90.39012489999999",ChIJiTrm4V7PIIYR2MDsNhgVE_g,,,,,,,,zeringuesplumbing
Blair Plumbing Sewer & Drain,,Plumber,Plumber,Plumber,+1 985-653-8601,,landline,30.0665907,-90.4800848,"Laplace, LA 70068",Laplace,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Blair+Plumbing+Sewer+%26+Drain/@30.0665907,-90.4800848,14z/data=!4m8!1m2!2m1!1sBlair+Plumbing+Sewer+%26+Drain!3m4!1s0x8620d2283b99a2bb:0x95cf39c67ffba938!8m2!3d30.0665907!4d-90.4800848",ChIJu6KZOyjSIIYROKn7f8Y5z5U,,,,,,,,blairplumbingsewerdrain
BATON ROUGE PLUMBING LLC,http://www.batonrougeplumbing.org/,Plumber,Plumber,Plumber,+1 225-262-0406,,landline,30.5571122,-90.9824664,"21260 Greenwell Springs Rd, Greenwell Springs, LA 70739",Greenwell Springs,Louisiana,False,3.8,10.0,"https://search.google.com/local/reviews?placeid=ChIJU-OtDJu7JoYRUpsHvr-FAFw&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",20.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/BATON+ROUGE+PLUMBING+LLC/@30.5571122,-90.98246639999999,14z/data=!4m8!1m2!2m1!1sBATON+ROUGE+PLUMBING+LLC!3m4!1s0x8626bb9b0cade353:0x5c0085bfbe079b52!8m2!3d30.5571122!4d-90.98246639999999",ChIJU-OtDJu7JoYRUpsHvr-FAFw,p.mautner@batonrougeplumbing.org,INVALID,https://www.facebook.com/955842857871252,,https://lh4.googleusercontent.com/-BJ9D6NuTsb4/AAAAAAAAAAI/AAAAAAAAAAA/e4wZnK3p-EY/s256/photo.jpg,#c8c5c5,#080202,batonrougeplumbingllc
Earl Naquin Jr Plumbing,http://earlnaquinjrplumbing.com/,"Plumber, Gasfitter",Plumber,Plumber,+1 985-876-9516,,mobile,29.5771206,-90.6579338,"10143 E Main St, Houma, LA 70363",Houma,Louisiana,False,5.0,33.0,"https://search.google.com/local/reviews?placeid=ChIJ61FSSRUDIYYR4GZDiEUIkMU&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Earl+Naquin+Jr+Plumbing/@29.577120599999997,-90.6579338,14z/data=!4m8!1m2!2m1!1sEarl+Naquin+Jr+Plumbing!3m4!1s0x86210315495251eb:0xc5900845884366e0!8m2!3d29.577120599999997!4d-90.6579338",ChIJ61FSSRUDIYYR4GZDiEUIkMU,john@earlnaquinjrplumbing.com,INVALID,,,https://lh6.googleusercontent.com/-6qBlDDurpmo/AAAAAAAAAAI/AAAAAAAAAAA/mhZB-FVwhwI/s256/photo.jpg,#251622,#f0eff2,earlnaquinjrplumbing
Robicheaux Plumbing & Electrical LLC,https://rpellcla.com/,"Plumber, Electrician, Service establishment",Plumber,Plumber,+1 985-397-3557,CELLCO PARTNERSHIP DBA VERIZON,mobile,29.5694089,-91.2110945,,Berwick,LA,True,4.6,14.0,"https://search.google.com/local/reviews?placeid=ChIJHyLCb-XbI4YRsKOMsJ2AxpE&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",15.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Robicheaux+Plumbing+%26+Electrical+LLC/@29.5694089,-91.2110945,14z/data=!4m8!1m2!2m1!1sRobicheaux+Plumbing+%26+Electrical+LLC!3m4!1s0x8623dbe56fc2221f:0x91c6809db08ca3b0!8m2!3d29.5694089!4d-91.2110945",ChIJHyLCb-XbI4YRsKOMsJ2AxpE,,,https://www.facebook.com/Robicheaux-Plumbing-And-Electrical-LLC-1481840678790079/,,https://lh6.googleusercontent.com/-FvmAeK8BdQA/AAAAAAAAAAI/AAAAAAAAAAA/YIZtHOWbpdA/s256/photo.jpg,#f8f8f8,#333333,robicheauxplumbingelectricalllc
A Best Sewer & Drain Services Inc,,Plumber,Plumber,Plumber,+1 985-652-0084,,landline,30.0665907,-90.4800848,"Laplace, LA 70068",Laplace,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/A+Best+Sewer+%26+Drain+Services+Inc/@30.0665907,-90.4800848,14z/data=!4m8!1m2!2m1!1sA+Best+Sewer+%26+Drain+Services+Inc!3m4!1s0x8620d2283b99a2bb:0xcc28ed73d1212b0f!8m2!3d30.0665907!4d-90.4800848",ChIJu6KZOyjSIIYRDysh0XPtKMw,,,,,,,,abestsewerdrainservicesinc
Eschete's Plumbing Repair & Drain Service,http://facebook.com/eschetes.plbg.repair,Plumber,Plumber,Plumber,+1 985-855-5896,"NEW CINGULAR WIRELESS PCS, LLC",mobile,29.6781546,-90.7451065,"3042 LA-316, Gray, LA 70359",Gray,Louisiana,False,5.0,4.0,"https://search.google.com/local/reviews?placeid=ChIJjV69kSAUIYYRFkgBksZL-YA&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",4.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Eschete%27s+Plumbing+Repair+%26+Drain+Service/@29.6781546,-90.74510649999999,14z/data=!4m8!1m2!2m1!1sEschete%27s+Plumbing+Repair+%26+Drain+Service!3m4!1s0x8621142091bd5e8d:0x80f94bc692014816!8m2!3d29.6781546!4d-90.74510649999999",ChIJjV69kSAUIYYRFkgBksZL-YA,,,,,https://lh6.googleusercontent.com/-sa2q6ioXbto/AAAAAAAAAAI/AAAAAAAAAAA/HSWAwMqPmVk/s256/photo.jpg,#070608,#4185a2,eschetesplumbingrepairdrainservice
Poopeedoo's Plumbing LLC,,Plumber,Plumber,Plumber,+1 985-227-7186,,landline,29.7849962,-90.8221664,"1206 Canal Blvd, Thibodaux, LA 70301",Thibodaux,Louisiana,False,1.0,3.0,"https://search.google.com/local/reviews?placeid=ChIJA-2S-fg9IYYRoTJyD3oOEXM&q=plumber,+70086,+Saint+James,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Poopeedoo%27s+Plumbing+LLC/@29.7849962,-90.8221664,14z/data=!4m8!1m2!2m1!1sPoopeedoo%27s+Plumbing+LLC!3m4!1s0x86213df8f992ed03:0x73110e7a0f7232a1!8m2!3d29.7849962!4d-90.8221664",ChIJA-2S-fg9IYYRoTJyD3oOEXM,,,,,,,,poopeedoosplumbingllc
Bimah Enterprise Inc,,"Plumber, Construction",Plumber,Plumber,+1 985-633-3314,"BELLSOUTH TELECOMM, INC DBA SO",fixed line,29.7957633,-90.822871,"Thibodaux, LA 70301",Thibodaux,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Bimah+Enterprise+Inc/@29.795763299999997,-90.82287099999999,14z/data=!4m8!1m2!2m1!1sBimah+Enterprise+Inc!3m4!1s0x86213dfb0ffea8fb:0x9c7ee15bc14cf429!8m2!3d29.795763299999997!4d-90.82287099999999",ChIJ-6j-D_s9IYYRKfRMwVvhfpw,,,,,,,,bimahenterpriseinc
